Text,Label1,Label2
@bobby_risakotta @PartaiPerindo @Hary_Tanoe Kita masih satu barisan ga di Pilpres 2024 Bang???,0,1
RT @situbondoPD Segenap dukungan dari para kader Demokrat di seluruh Indonesia solid dan siap mendukung AHY di Pilpres 2024. #DemokratProRakyat DukungAHY Pimpin Perubahan,5,1
"RT @dppbronies "" Bagi siapapun yang masih meributkan, nyinyir dan memfitnah Anies Silahkan cari lawan tanding untuk Anies di pilpres 2024. Rakyat menilai hasil karya, kinerja bukan dengan cemohoaan dan fitnah. Rakyat sudah sangat cerdas. ” Guntur Siregar (Penggagas BroNies) https://t.co/xzxBEwC9gg",4,1
RT @saveindonesia20 Rakyat Indonesia akan rugi jika presidennya kaki tangan NWO melalui WEF,0,2
"RT @dppbronies "" Bagi siapapun yang masih meributkan, nyinyir dan memfitnah Anies Silahkan cari lawan tanding untuk Anies di pilpres 2024. Rakyat menilai hasil karya, kinerja bukan dengan cemohoaan dan fitnah. Rakyat sudah sangat cerdas. ” Guntur Siregar (Penggagas BroNies) https://t.co/xzxBEwC9gg",3,1
"RT @MarahIchsan ""Survei SMRC: PDIP Bisa Menang Pilpres 2024 Bila Ganjar Jadi Capres"" https://t.co/tnFpr2q0cn",1,1
"RT @dppbronies "" Bagi siapapun yang masih meributkan, nyinyir dan memfitnah Anies Silahkan cari lawan tanding untuk Anies di pilpres 2024. Rakyat menilai hasil karya, kinerja bukan dengan cemohoaan dan fitnah. Rakyat sudah sangat cerdas. ” Guntur Siregar (Penggagas BroNies) https://t.co/xzxBEwC9gg",4,1
Segenap dukungan dari para kader Demokrat di seluruh Indonesia solid dan siap mendukung AHY di Pilpres 2024. #DemokratProRakyat DukungAHY Pimpin Perubahan,5,1
RT @detikcom Ketua Umum DPP PKB Muhaimin Iskandar menyebut dirinya siap maju di Pilpres 2024. Hal ini sesuai dengan amanat partai. https://t.co/DtnZduzUUT,8,1
RT @QianzyZ Jelang Pilpres 2024 Elektabilitas PDIP dan GERINDRA merosot tajam https://t.co/HrzTeJ9KAh https://t.co/ugjMABG5Vr,0,2
"RT @__RismaWidiono_ Ketua Umum DPP #SahabatGanjar, KH Nahib Shodik menghadiri Istigasah Akbar dan Salawat Akbar untuk @ganjarpranowo Pilpres 2024 di Pondok Pesantren At-Taufiq Al-Istiqlaal, Kecamatan Karangtengah Cianjur, Jumat (23/9/2022). https://t.co/2JUQyCV9Ht https://t.co/mWSClF7ENx",1,1
"RT @Mdy_Asmara1701 Anies Baswedan Diskusi dengan Jenggala Center, Pakar: Matangkan Langkah Pilpres 2024 Jangan ragu untuk dukung pak Anies Baswedan for President 2024 ?? https://t.co/X8iKqySMlw",4,1
"RT @__RismaWidiono_ Ketua Umum DPP #SahabatGanjar, KH Nahib Shodik menghadiri Istigasah Akbar dan Salawat Akbar untuk @ganjarpranowo Pilpres 2024 di Pondok Pesantren At-Taufiq Al-Istiqlaal, Kecamatan Karangtengah Cianjur, Jumat (23/9/2022). https://t.co/2JUQyCV9Ht https://t.co/mWSClF7ENx",1,1
"RT @MarahIchsan ""Survei SMRC: PDIP Bisa Menang Pilpres 2024 Bila Ganjar Jadi Capres"" https://t.co/tnFpr2q0cn",1,1
RT @Relawananies Ketua DPP Partai Keadilan Sejahtera (PKS) Mardani Ali Sera turut mendengar adanya dugaan upaya penjegalan terhadap Gubernur DKI Jakarta Anies Baswedan untuk maju di Pilpres 2024 mendatang. https://t.co/nmNpGrump5 https://t.co/A9C344y351,4,2
"RT @MusaRudy_Stpl Mantap nih!!!... Rilis terbaru hasil survei Charta Politika Indonesia menempatkan pasangan @ganjarpranowo dan @erickthohir jadi duet terkuat pilihan rakyat dalam simulasi Pilpres 2024 dengan perolehan angka 35, 8 persen... #BangkitBersamaET https://t.co/hv1w1gX2aG",3,1
RT @terbucinz DUA TOKOH INI SALING MELENGKAPI DAN SANGAT IDEAL JIKA DISANDINGKAN. Semoga Pak @ganjarpranowo dan Pak @erickthohir bisa disandingkan di pilpres 2024. Sesuai keinginan rakyat Indonesia. https://t.co/pHt4bjGTdh,3,1
"Jika Ganjar Tak Dapat Tiket Capres dari PDI-P, GP Mania Akan Dukung Prabowo di Pilpres 2024 Klik untuk baca: https://t.co/0r7dpju3zN monggo aja mas noel dukung prabowo,belum berperang kok sampeyan pesimis sekali.katanya puji2 anies @kompascom @detikcom @geloraco @republikaonline",11,1
"RT @03__nakula Ganjar pranowo - Erick Thohir ( GAET) jadi duet terkuat hasil lembaga survei Charta Politika mengalahkan Prabowo - Muhaimin dan Anies - AHY. Wajar jika mereka menang survei dan PilPres 2024 nanti, Keduanya punya kinerja yang baik, anti korupsi dan radikalisme. #BangkitBersamaET https://t.co/pglDMYfqPZ",3,1
RT @B3doel___ Pengamat Sebut @erickthohir Bisa Jadi Penentu Kemenangan di Pilpres 2024 #BangkitBersamaET https://t.co/h5EWVGVJzf,2,1
RT @dianmar93 Ganjar Pranowo berpasangan dengan Erick Thohir di pilpres 2024 bisa menang dan terpilih @ganjarpranowo @erickthohir https://t.co/mdn5QaF0oI,3,1
"pernah ktmu bapak ini thn 2019 wkt di depok,, emang bener santun humble bgt si bapak ehehe https://t.co/AfeZgX5VJi",0,1
Membaca Peluang Ganjar Pranowo Vs Puan Maharani di Pilpres 2024 https://t.co/tPT4ifLip6,16,1
"RT @03__nakula Ganjar pranowo - Erick Thohir ( GAET) jadi duet terkuat hasil lembaga survei Charta Politika mengalahkan Prabowo - Muhaimin dan Anies - AHY. Wajar jika mereka menang survei dan PilPres 2024 nanti, Keduanya punya kinerja yang baik, anti korupsi dan radikalisme. #BangkitBersamaET https://t.co/pglDMYfqPZ",3,1
RT @terbucinz DUA TOKOH INI SALING MELENGKAPI DAN SANGAT IDEAL JIKA DISANDINGKAN. Semoga Pak @ganjarpranowo dan Pak @erickthohir bisa disandingkan di pilpres 2024. Sesuai keinginan rakyat Indonesia. https://t.co/pHt4bjGTdh,3,1
"RT @dppbronies "" Bagi siapapun yang masih meributkan, nyinyir dan memfitnah Anies Silahkan cari lawan tanding untuk Anies di pilpres 2024. Rakyat menilai hasil karya, kinerja bukan dengan cemohoaan dan fitnah. Rakyat sudah sangat cerdas. ” Guntur Siregar (Penggagas BroNies) https://t.co/xzxBEwC9gg",4,1
Lha kok bisa rugi ? ??,0,3
"RT @__RismaWidiono_ Ketua Umum DPP #SahabatGanjar, KH Nahib Shodik menghadiri Istigasah Akbar dan Salawat Akbar untuk @ganjarpranowo Pilpres 2024 di Pondok Pesantren At-Taufiq Al-Istiqlaal, Kecamatan Karangtengah Cianjur, Jumat (23/9/2022). https://t.co/2JUQyCV9Ht https://t.co/mWSClF7ENx",1,1
Karena Pasukan Turun Beruk Hentakan Bumi pilpres 2024 jadi kabur karena ada ParTAi @PDemokrat https://t.co/9N3nj7GUoG,5,2
RT @dianmar93 Ganjar Pranowo berpasangan dengan Erick Thohir di pilpres 2024 bisa menang dan terpilih @ganjarpranowo @erickthohir https://t.co/mdn5QaF0oI,3,1
Narasi PANSOS.... cuman KADRUN AJA yg mikirnya kek Gini. Masih banyak Pribumi yg KINERJANYA MAXIMAL dan Menghasilkan KARYA dan Jasa Luarbiasa.. ????????????Asli bukan Turunan Imigran. https://t.co/EdamQbQAhA,4,2
"RT @03__nakula Ganjar pranowo - Erick Thohir ( GAET) jadi duet terkuat hasil lembaga survei Charta Politika mengalahkan Prabowo - Muhaimin dan Anies - AHY. Wajar jika mereka menang survei dan PilPres 2024 nanti, Keduanya punya kinerja yang baik, anti korupsi dan radikalisme. #BangkitBersamaET https://t.co/pglDMYfqPZ",3,1
Segenap dukungan dr para kader Demokrat di seluruh Indonesia solid & siap mendukung AHY di Pilpres 2024. DukungAHY Pimpin Perubahan #DemokratProRakyat 2024 Bareng AHY vL,5,1
"Ketika ada pilihan-pilihan rakyat, tinggal dia (Ganjar) pilih, memilih ikut arah partai (PDI-P) atau memilih ikut arahan rakyat,” ucap Noel. https://t.co/Mt65GZYuFp
RT @cah__ndeso77 Ya cuma @aniesbaswedan yg bisa kau jadikan BONEKA. Haram bagiku keluargaku sanak familiku pilih anies, saya akan jaga klrga dan lingkunganku supaya tidak sampai menyesal 5 tahun karena pilih anies. https://t.co/TTSpjvndFr
RT @MusaRudy_Stpl Mantap nih!!!... Rilis terbaru hasil survei Charta Politika Indonesia menempatkan pasangan @ganjarpranowo dan @erickthohir jadi duet terkuat pilihan rakyat dalam simulasi Pilpres 2024 dengan perolehan angka 35, 8 persen... #BangkitBersamaET https://t.co/hv1w1gX2aG
Suka² kau sajalah nèk yg jelas kita mah ogah puan Dirinya mengatakan kepada seluruh jajarannya untuk tetap bersabar dan menunggu waktu yang tepat akan pengumuman tersebut. Puan atau Ganjar, PDIP Memanas, Megawati Akhirnya Buka Suara https://t.co/wVY30NhXb3
RT @MarahIchsan Survei SMRC: PDIP Bisa Menang Pilpres 2024 Bila Ganjar Jadi Capres"" https://t.co/tnFpr2q0cn",1,1
RT @dianmar93 Ganjar Pranowo berpasangan dengan Erick Thohir di pilpres 2024 bisa menang dan terpilih @ganjarpranowo @erickthohir https://t.co/mdn5QaF0oI,3,1
Gus Muhaimin mengaku sudah bersepakat dengan Ketum Gerindra Prabowo Subianto untuk menciptakan koalisi besar mengusung Capres-Cawapres 2024. #GusMuhaimin https://t.co/zYYThSqQYN,9,1
"RT @Dededira8185 Lawan Bisa Ketar-ketir! Hasil Survei Kasih Angin Segar Buat Mas Anies Baswedan dan AHY Terkait Pilpres 2024, Siap-siap Aja! https://t.co/9oDAWCtuPb",6,1
RT @dianmar93 Ganjar Pranowo berpasangan dengan Erick Thohir di pilpres 2024 bisa menang dan terpilih @ganjarpranowo @erickthohir https://t.co/mdn5QaF0oI,3,1
"Ya cuma @aniesbaswedan yg bisa kau jadikan BONEKA. Haram bagiku keluargaku sanak familiku pilih anies, saya akan jaga klrga dan lingkunganku supaya tidak sampai menyesal 5 tahun karena pilih anies. https://t.co/TTSpjvndFr",4,2
?????????? ?????? ???????????? ???????????????? ???????? ?????????? ?????????????????? ?????????? ?????? ???????? ???? ?????????????? 2024. #DemokratProRakyat Dukung AHY Pimpin Perubahan https://t.co/xnmuhE4ou8,0,3
Segenap dukungan dari para kader Demokrat di seluruh Indonesia solid dan siap mendukung AHY di Pilpres 2024. #DemokratProRakyat DukungAHY Pimpin Perubahan,5,1
RT @Yom_N_Friends Yg SETUJU pak ANIES maju di PILPRES 2024 cukup dengan retweet/like??? GazzzPoolll?? #AniesPresiden2024 #SobatAniesNasional https://t.co/5zxUPeVU4x,4,1
"RT @__RismaWidiono_ Ketua Umum DPP #SahabatGanjar, KH Nahib Shodik menghadiri Istigasah Akbar dan Salawat Akbar untuk @ganjarpranowo Pilpres 2024 di Pondok Pesantren At-Taufiq Al-Istiqlaal, Kecamatan Karangtengah Cianjur, Jumat (23/9/2022). https://t.co/2JUQyCV9Ht https://t.co/mWSClF7ENx",1,1
"RT @MusaRudy_Stpl Mantap nih!!!... Rilis terbaru hasil survei Charta Politika Indonesia menempatkan pasangan @ganjarpranowo dan @erickthohir jadi duet terkuat pilihan rakyat dalam simulasi Pilpres 2024 dengan perolehan angka 35, 8 persen... #BangkitBersamaET https://t.co/hv1w1gX2aG",3,1
AHY bertekad Angkat Guru Honorer Jadi PNS DukungAHY Pimpin Perubahan #DemokratProRakyat 2024 Bareng AHY https://t.co/6ta3idL2Zc 5,5,1
"RT @MusaRudy_Stpl Mantap nih!!!... Rilis terbaru hasil survei Charta Politika Indonesia menempatkan pasangan @ganjarpranowo dan @erickthohir jadi duet terkuat pilihan rakyat dalam simulasi Pilpres 2024 dengan perolehan angka 35, 8 persen... #BangkitBersamaET https://t.co/hv1w1gX2aG",3,1
"RT @03__nakula Ganjar pranowo - Erick Thohir ( GAET) jadi duet terkuat hasil lembaga survei Charta Politika mengalahkan Prabowo - Muhaimin dan Anies - AHY. Wajar jika mereka menang survei dan PilPres 2024 nanti, Keduanya punya kinerja yang baik, anti korupsi dan radikalisme. #BangkitBersamaET https://t.co/pglDMYfqPZ",3,1
RT @dianmar93 Ganjar Pranowo berpasangan dengan Erick Thohir di pilpres 2024 bisa menang dan terpilih @ganjarpranowo @erickthohir https://t.co/mdn5QaF0oI,3,1
"@DPR_RI @PDI_Perjuangan @narasitv @cokro_tv kesannya bela anis padahal bela kepentingan sendiri.Makin lama makin terlihat belangnya> Cuma Ganjar yang Bisa Saingi Anies di Pilpres 2024, Wasekjen Demokrat: Jika Mas Anies Dibuat Tidak Bisa Maju, Mas Ganjar... https://t.co/zv6avmVdI7",4,2
"RT @MarahIchsan ""Survei SMRC: PDIP Bisa Menang Pilpres 2024 Bila Ganjar Jadi Capres"" https://t.co/tnFpr2q0cn",1,1
"RT @MusaRudy_Stpl Mantap nih!!!... Rilis terbaru hasil survei Charta Politika Indonesia menempatkan pasangan @ganjarpranowo dan @erickthohir jadi duet terkuat pilihan rakyat dalam simulasi Pilpres 2024 dengan perolehan angka 35, 8 persen... #BangkitBersamaET https://t.co/hv1w1gX2aG",3,1
RT @saveindonesia20 Rakyat Indonesia akan rugi jika presidennya kaki tangan NWO melalui WEF,0,2
"@panca66 Kl 2 pasang calon berasal dr koalisi parpol pemerintah, jelas mo siapa yg menang atau kalah, semua sama2 tersenyum, moga aja nasdem nggak masuk angin biar pilpres 2024 nanti min 3 calon",0,2
RT @Relawananies Pejuang ABW: Partai yang Tak Usung Anies di Pilpres 2024 Akan Rugi https://t.co/tIy07mOJjc,4,1
"Kalau Demokrat menang Pilpres 2024, AHY janji angkat guru honorer jadi PNS. Seperti era SBY yg telah mengangkat 1,1 juta honorer. #DemokratProRakyat DukungAHY Pimpin Perubahan zr",5,1
Kami di Jawa Barat bersama Bapak @erickthohir dan mendukung Bapak @erickthohir untuk maju di Pilpres 2024 #BangkitBersamaET https://t.co/6TKgKy71B2,2,1
"Anggota DPR RI dari Fraksi PDIP, Trimedya Panjaitan buka suara terkait dengan keinginannya untuk melihat Puan Maharani di Pilpres 2024. https://t.co/ov1d8CjSgE",16,1
Dua Jenderal dipastikan masuk dalam jajaran tim pemenangan Puan Maharani dalam kontes Pilpres 2024. https://t.co/U3b5vMchMa,16,1
Dua Jenderal dipastikan masuk dalam jajaran tim pemenangan Puan Maharani dalam kontes Pilpres 2024. https://t.co/U3b5vMchMa,16,1
"Tim pemenangan Puan Maharani dalam Pilpres 2024 mulai dibentuk. Atas inisiasi Anggota DPR Fraksi PDIP, Johan Budi terbentuklah Dewan Kolonel. https://t.co/mH8aYrJ1Oj",16,1
Kader PDIP di DPr membentuk Dewan Kolonel untuk mengangkat elektabilitas Puan Maharani di Pilpres 2024 sekaligus menjaga trah Soekarno. https://t.co/rH8PFi3EMN,16,1
"RT @dppbronies "" Bagi siapapun yang masih meributkan, nyinyir dan memfitnah Anies Silahkan cari lawan tanding untuk Anies di pilpres 2024. Rakyat menilai hasil karya, kinerja bukan dengan cemohoaan dan fitnah. Rakyat sudah sangat cerdas. ” Guntur Siregar (Penggagas BroNies) https://t.co/xzxBEwC9gg",4,1
Deretan anggota F-PDIP DPR RI tergabung dalam forum ‘Dewan Kolonel’ mendukung Puan Maharani untuk maju Pilpres 2024. Siapa saja yang masuk ‘Dewan Kolonel’? https://t.co/K1YvJeXjqN,16,1
"Elite PDIP di parlemen bersatu dalam forum ‘Dewan Kolonel’ mendukung Puan Maharani di Pilpres 2024. Sebagai loyalis Puan, ‘Dewan Kolonel’ punya sejumlah tugas. Apa itu? https://t.co/nFfAG9XlXi",16,1
"Mantap nih!!!... Rilis terbaru hasil survei Charta Politika Indonesia menempatkan pasangan @ganjarpranowo dan @erickthohir jadi duet terkuat pilihan rakyat dalam simulasi Pilpres 2024 dengan perolehan angka 35, 8 persen... #BangkitBersamaET https://t.co/hv1w1gX2aG",3,1
Segenap dukungan dr para kader Demokrat di seluruh Indonesia solid & siap mendukung AHY di Pilpres 2024. DukungAHY Pimpin Perubahan #DemokratProRakyat 2024 Bareng AHY lD,5,1
Kader PDIP di DPR membentuk Dewan Kolonel untuk mengangkat elektabilitas Puan Maharani di Pilpres 2024 sekaligus menjaga trah Soekarno. https://t.co/rH8PFi3EMN,16,1
Forum Dewan Kolonel dibentuk oleh sejumlah anggota Fraksi PDIP DPR RI untuk mendukung Puan Maharani di Pilpres 2024. https://t.co/NBGInQ6EaU,16,1
Puan Maharani buka suara soal tim ‘Dewan Kolonel’ bentukan para anggota fraksi untuk mendukungnya jelang Pilpres 2024. Puan menilai inisiatif itu sah-sah saja. https://t.co/cDBsxyFjWi,16,1
"RT @dppbronies "" Bagi siapapun yang masih meributkan, nyinyir dan memfitnah Anies Silahkan cari lawan tanding untuk Anies di pilpres 2024. Rakyat menilai hasil karya, kinerja bukan dengan cemohoaan dan fitnah. Rakyat sudah sangat cerdas. ” Guntur Siregar (Penggagas BroNies) https://t.co/xzxBEwC9gg",4,1
"#MariKITASalingMenghargaidanSalingMenghormati Nah mulai deh ... Apakah ""ditekan"" sama dg ""dizholimi ?"". Waktu yg akan membuktikan, ya ngg Pak JK ?. https://t.co/hKDCBMlVw2",4,2
RT @Relawananies Pejuang ABW: Partai yang Tak Usung Anies di Pilpres 2024 Akan Rugi https://t.co/tIy07mOJjc,4,1
"RT @MarahIchsan ""Survei SMRC: PDIP Bisa Menang Pilpres 2024 Bila Ganjar Jadi Capres"" https://t.co/tnFpr2q0cn",1,1
"Prabowo Subianto Sebut Ridwan Kamil Patut Diperhitungkan, Soal Pilpres 2024? - by @rk_2024 #RelawanKebangsaan24 https://t.co/1ChHxbdbNF",14,1
RT @terbucinz DUA TOKOH INI SALING MELENGKAPI DAN SANGAT IDEAL JIKA DISANDINGKAN. Semoga Pak @ganjarpranowo dan Pak @erickthohir bisa disandingkan di pilpres 2024. Sesuai keinginan rakyat Indonesia. https://t.co/pHt4bjGTdh,3,1
"RT @MustBee17 Melihat dari hasil dari berbagai lembaga survey, Erick Thohir dinilai sangat berpotensi menentukan kemenangan pada Pilpres 2024 mendatang dan mampu mendongkrak suara pasangannya. Hal tersebut juga diakui oleh beberapa pengamat politik. #BangkitBersamaET https://t.co/t7T4yLVyB2",2,1
RT @knpiharis Ini ADE ARMANDO tidak boleh di biarkan karena telah menggiring Opini Publik untuk menekan @PDI_Perjuangan agar tidak mengusung @puanmaharani_ri . https://t.co/9uXsqxi1d4,16,2
RT @terbucinz DUA TOKOH INI SALING MELENGKAPI DAN SANGAT IDEAL JIKA DISANDINGKAN. Semoga Pak @ganjarpranowo dan Pak @erickthohir bisa disandingkan di pilpres 2024. Sesuai keinginan rakyat Indonesia. https://t.co/pHt4bjGTdh,3,1
RT @barikade_98 Kredibilitas Erick Thohir Dinilai Potensial Layak Maju Dalam Kontestasi Pilpres 2024 #Barikade98 #BangkitBersamaET #EnergiTerbaik https://t.co/uIb2pUW7mn,2,1
@Ochanlan @cakimiNOW Sehat dn sukses semga usia pak ketum sllu membawa berkah menuju pilpres 2024,8,1
"RT @MarahIchsan ""Survei SMRC: PDIP Bisa Menang Pilpres 2024 Bila Ganjar Jadi Capres"" https://t.co/tnFpr2q0cn",1,1
@firzahusainInc semoga KIB usung Ganjar di pilpres 2024.,1,1
RT @dianmar93 Ganjar Pranowo berpasangan dengan Erick Thohir di pilpres 2024 bisa menang dan terpilih @ganjarpranowo @erickthohir https://t.co/mdn5QaF0oI,3,1
"RT @papuamuslim95 Jika terwujud, duet Gubernur DKI Jakarta Anies Baswedan dan Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono (AHY) untuk Pemilihan Presiden (Pilpres) 2024 dinilai bakal mendapat dukungan dari tiga politikus senior berpengaruh. https://t.co/J27hPx49Vl",6,1
"RT @terbucinz Sukses memimpin BUMN Hingga saat ini, membuat pak @erickthohir dapat dukungan dari segala penjuru untuk maju di pilpres 2024 mendatang. #BangkitBersamaET https://t.co/ohXX228mgr",2,1
RT @detikcom Ketua Umum DPP PKB Muhaimin Iskandar menyebut dirinya siap maju di Pilpres 2024. Hal ini sesuai dengan amanat partai. https://t.co/DtnZduzUUT,8,1
AHY bertekad Angkat Guru Honorer Jadi PNS DukungAHY Pimpin Perubahan #DemokratProRakyat 2024 Bareng AHY https://t.co/3nB7b62giW 0,5,1
RT @B3doel___ Pengamat Sebut @erickthohir Bisa Jadi Penentu Kemenangan di Pilpres 2024 #BangkitBersamaET https://t.co/h5EWVGVJzf,2,1
"RT @NandaBaskarani Erick Thohir berpotensi meraih dukungan maju dalam Pilpres 2024, banyak pengamat menilainya sebagai figur cawapres paling potensial dari kalangan non partai politik. Menteri BUMN @erickthohir bisa menjadi sosok yang menentukan kemenangan capres 2024. #BangkitBersamaET https://t.co/4OvLLib6e8",2,1
Membaca Peluang Ganjar Pranowo Vs Puan Maharani di Pilpres 2024 https://t.co/pGQbT6TMOh,16,1
"@DPP_PKB @cakimiNOW Hbd pak ketum, sehat dn sukses menuju pilpres 2024",8,1
Membaca Peluang Ganjar Pranowo Vs Puan Maharani di Pilpres 2024 https://t.co/d5f84Q7TXI,16,1
AHY bertekad Angkat Guru Honorer Jadi PNS DukungAHY Pimpin Perubahan #DemokratProRakyat 2024 Bareng AHY https://t.co/NJmaiEZx4z 3,5,1
RT @terbucinz DUA TOKOH INI SALING MELENGKAPI DAN SANGAT IDEAL JIKA DISANDINGKAN. Semoga Pak @ganjarpranowo dan Pak @erickthohir bisa disandingkan di pilpres 2024. Sesuai keinginan rakyat Indonesia. https://t.co/pHt4bjGTdh,3,1
@Dionbonjovi181 @Mdy_Asmara1701 Mantap. Lanjutkan. Berjuang keraslah untuk memenangkan pilpres 2024 for Anis Baswedan.,4,1
Survei Charta Politika Duet Terkuat Pilpres 2024. @ganjarpranowo + @erickthohir Yes Pake Banget ?? https://t.co/qdztAwYA01,3,1
"Kalau Demokrat menang Pilpres 2024, AHY janji angkat guru honorer jadi PNS. Seperti era SBY yg telah mengangkat 1,1 juta honorer. #DemokratProRakyat DukungAHY Pimpin Perubahan rx",5,1
RT @knpiharis Ini ADE ARMANDO tidak boleh di biarkan karena telah menggiring Opini Publik untuk menekan @PDI_Perjuangan agar tidak mengusung @puanmaharani_ri . https://t.co/9uXsqxi1d4,16,2
DUA TOKOH INI SALING MELENGKAPI DAN SANGAT IDEAL JIKA DISANDINGKAN. Semoga Pak @ganjarpranowo dan Pak @erickthohir bisa disandingkan di pilpres 2024. Sesuai keinginan rakyat Indonesia. https://t.co/pHt4bjGTdh,3,1
"Untuk pasangan @ganjarpranowo - @erickthohir berada di angka 35,8 persen loh.. sebagai pasangan calon presiden dan calon wakil presiden diprediksi bakal terealisasi pada Pilpres 2024. Apalagi keduanya saat ini merupakan pemimpin strategis. Setuju gakk??? #BangkitBersamaET https://t.co/YCOgngDNi7",3,1
"RT @__RismaWidiono_ Sahabat Ganjar menggelar kegiatan berbagi dan bersilaturahmi dgn masyarakat secara serentak di Empat Kota. Jumat (23/9) Selain membagikan sembako, #SahabatGanjar juga melakukan deklarasi dukungan untuk @ganjarpranowo maju sebagai Capres di Pilpres 2024. https://t.co/eTxuXcP9Ur https://t.co/fGOQCuSkx2",1,1
"RT @03__nakula Ganjar pranowo - Erick Thohir ( GAET) jadi duet terkuat hasil lembaga survei Charta Politika mengalahkan Prabowo - Muhaimin dan Anies - AHY. Wajar jika mereka menang survei dan PilPres 2024 nanti, Keduanya punya kinerja yang baik, anti korupsi dan radikalisme. #BangkitBersamaET https://t.co/pglDMYfqPZ",3,1
RT @dianmar93 Ganjar Pranowo berpasangan dengan Erick Thohir di pilpres 2024 bisa menang dan terpilih @ganjarpranowo @erickthohir https://t.co/mdn5QaF0oI,3,1
Segenap dukungan dr para kader Demokrat di seluruh Indonesia solid & siap mendukung AHY di Pilpres 2024. DukungAHY Pimpin Perubahan #DemokratProRakyat 2024 Bareng AHY zV,5,1
"RT @twuicei Menteri Erick Thohir dinilai mampu mendongkrak suara pasanganny. Figur cawapres akan sgt berpengaruh untuk memenangkan panggung kontestasi Pilpres 2024. Pasalny, untuk pilpres mendatang tidak diikuti oleh incumbent atau petahana #BangkitBersamaET @erickthohir https://t.co/ZcsDMTbgNA",2,1
RT @GEMPITA2024 9 Kiai Khos Jateng Doakan Kesuksesan Prabowo-Imin Di Pilpres 2024. @cakimiNOW @prabowo @DPP_PKB @Gerindra @EmHasanuddin @MuzaniGerindra @Jazilul_Fawaid @Don_dasco @SyaifulHooda @masfaisolriza @zainul_munas @NjosAziz @purmawan1 https://t.co/z3sMNx2LZW,9,1
@Oshiiiiiinnn_50 Waalaikumsalam.OOTD pilpres 2024 belum ada ya???,0,3
Uwiiiiiiiiii....... Uwiiiiiiiii.... Tidak heran.....Om. ?????? Jusuf Kalla Dukung Anies Baswedan dalam Pilpres 2024. https://t.co/VDw4hfm1aN,4,1
"RT @03__nakula Ganjar pranowo - Erick Thohir ( GAET) jadi duet terkuat hasil lembaga survei Charta Politika mengalahkan Prabowo - Muhaimin dan Anies - AHY. Wajar jika mereka menang survei dan PilPres 2024 nanti, Keduanya punya kinerja yang baik, anti korupsi dan radikalisme. #BangkitBersamaET https://t.co/pglDMYfqPZ",3,1
"RT @__RismaWidiono_ Ketua Umum DPP #SahabatGanjar, KH Nahib Shodik menghadiri Istigasah Akbar dan Salawat Akbar untuk @ganjarpranowo Pilpres 2024 di Pondok Pesantren At-Taufiq Al-Istiqlaal, Kecamatan Karangtengah Cianjur, Jumat (23/9/2022). https://t.co/2JUQyCV9Ht https://t.co/mWSClF7ENx",1,1
"RT @CryptoKuta Akademisi Univ.Brawijaya Andy Fefta Wijaya : Menteri BUMN @erickthohir bisa MENJADI tokoh PENENTU kemenangan Pilpres 2024. Tokoh PENDAMPING capres memegang PERAN penting Meningkatkan ELEKTABILITAS. Dari SURVEI,Erick Thohir MAMPU Meningkatkan Elektabilitas. #BangkitBersamaET https://t.co/0lzwImT5is",2,1
"Dukung Ganjar di Pilpres 2024, SDG Kaltim Gelar Doa Bersama... https://t.co/Xyt17RKzBv",1,1
"Mendukung orang yg grup mimpi,bapak yusuf kala harusx bapak itu pegang omongan anda dulu,https://t.co/SUeeC2df0j",4,2
"RT @MarahIchsan ""Survei SMRC: PDIP Bisa Menang Pilpres 2024 Bila Ganjar Jadi Capres"" https://t.co/tnFpr2q0cn",1,1
Ganjar Pranowo berpasangan dengan Erick Thohir di pilpres 2024 bisa menang dan terpilih @ganjarpranowo @erickthohir https://t.co/mdn5QaF0oI,3,1
Segenap dukungan dr para kader Demokrat di seluruh Indonesia solid & siap mendukung AHY di Pilpres 2024. DukungAHY Pimpin Perubahan #DemokratProRakyat 2024 Bareng AHY RT,5,1
RT @B3doel___ Pengamat Sebut @erickthohir Bisa Jadi Penentu Kemenangan di Pilpres 2024 #BangkitBersamaET https://t.co/h5EWVGVJzf,2,1
RT @detikcom Ketum Megawati Soekarnoputri mengingatkan kepala daerah kader PDIP tak 'dansa politik' jelang Pilpres 2024. Peringatan Megawati itu untuk Ganjar? https://t.co/5DnlOdb9cR,1,2
"Perang Pilpres 2024, Pakar Sebut Jokowi Diam-Diam Jadi King Maker: Dia Sulit Dibaca https://t.co/AP81KrHP7C lewat @Repelita Online",10,3
"RT @03__nakula Ganjar pranowo - Erick Thohir ( GAET) jadi duet terkuat hasil lembaga survei Charta Politika mengalahkan Prabowo - Muhaimin dan Anies - AHY. Wajar jika mereka menang survei dan PilPres 2024 nanti, Keduanya punya kinerja yang baik, anti korupsi dan radikalisme. #BangkitBersamaET https://t.co/pglDMYfqPZ",3,1
"Direktur Eksekutif SSI: Beda, cara pandang SBY dan Prabowo hadapi Pilpres 2024 https://t.co/evbdBSF8ko",5,3
Begitulah teori kemungkinan dalam statistika.,0,3
RT @SartonoHutomo Demokrat: Hasto PDIP yang Bilang Pilpres 2024 Cuma Dua Paslon https://t.co/l4JDQsz0Gb,0,2
